customer_id,custom_segment
CUST-05014,Loyal
CUST-05015,New Joiner
CUST-05016,New Joiner
CUST-05017,Dormant
CUST-05018,New Joiner
CUST-05019,Dormant
CUST-05020,Dormant
CUST-05021,New Joiner
CUST-05022,VIP
CUST-05023,Loyal
CUST-05024,At Risk
CUST-05025,Dormant
CUST-05026,Loyal
CUST-05027,New Joiner
CUST-05028,At Risk
CUST-05029,Loyal
CUST-05030,At Risk
CUST-05031,New Joiner
CUST-05032,New Joiner
CUST-05033,New Joiner
CUST-05034,Loyal
CUST-05035,At Risk
CUST-05036,VIP
CUST-05037,Loyal
CUST-05038,Dormant
CUST-05039,New Joiner
CUST-05040,Loyal
CUST-05041,Loyal
CUST-05042,At Risk
CUST-05043,VIP
CUST-05044,Loyal
CUST-05045,Loyal
CUST-05046,Dormant
CUST-05047,Dormant
CUST-05048,New Joiner
CUST-05049,Loyal
CUST-05050,Loyal
CUST-05051,At Risk
CUST-05052,New Joiner
CUST-05053,VIP
CUST-05054,Dormant
CUST-05055,At Risk
CUST-05056,Dormant
CUST-05057,Dormant
CUST-05058,New Joiner
CUST-05059,At Risk
CUST-05060,Loyal
CUST-05061,Dormant
CUST-05062,New Joiner
CUST-05063,At Risk
CUST-05064,VIP
CUST-05065,At Risk
CUST-05066,Loyal
CUST-05067,At Risk
CUST-05068,At Risk
CUST-05069,Dormant
CUST-05070,At Risk
CUST-05071,Loyal
CUST-05072,VIP
CUST-05073,Dormant
CUST-05074,New Joiner
CUST-05075,At Risk
CUST-05076,Loyal
CUST-05077,VIP
CUST-05078,Loyal
CUST-05079,Loyal
CUST-05080,Dormant
CUST-05081,At Risk
CUST-05082,VIP
CUST-05083,Loyal
CUST-05084,Loyal
CUST-05085,Dormant
CUST-05086,VIP
CUST-05087,At Risk
CUST-05088,New Joiner
CUST-05089,New Joiner
CUST-05090,New Joiner
CUST-05091,Loyal
CUST-05092,New Joiner
CUST-05093,Loyal
CUST-05094,Loyal
CUST-05095,Loyal
CUST-05096,New Joiner
CUST-05097,Dormant
CUST-05098,VIP
CUST-05099,New Joiner
CUST-05100,Dormant
CUST-05101,At Risk
CUST-05102,At Risk
CUST-05103,Dormant
CUST-05104,New Joiner
CUST-05105,Dormant
CUST-05106,At Risk
CUST-05107,New Joiner
CUST-05108,Loyal
CUST-05109,At Risk
CUST-05110,Loyal
CUST-05111,New Joiner
CUST-05112,New Joiner
CUST-05113,Loyal
CUST-05114,New Joiner
CUST-05115,Dormant
CUST-05116,Dormant
CUST-05117,Loyal
CUST-05118,Loyal
CUST-05119,Loyal
CUST-05120,At Risk
CUST-05121,New Joiner
CUST-05122,New Joiner
CUST-05123,Dormant
CUST-05124,Loyal
CUST-05125,Loyal
CUST-05126,New Joiner
CUST-05127,Dormant
CUST-05128,At Risk
CUST-05129,Loyal
CUST-05130,Dormant
CUST-05131,Loyal
CUST-05132,VIP
CUST-05133,Loyal
CUST-05134,Loyal
CUST-05135,Loyal
CUST-05136,Dormant
CUST-05137,Loyal
CUST-05138,New Joiner
CUST-05139,Loyal
CUST-05140,At Risk
CUST-05141,Loyal
CUST-05142,Loyal
CUST-05143,Loyal
CUST-05144,Loyal
CUST-05145,Dormant
CUST-05146,New Joiner
CUST-05147,Loyal
CUST-05148,At Risk
CUST-05149,Loyal
CUST-05150,At Risk
CUST-05151,Loyal
CUST-05152,New Joiner
CUST-05153,Dormant
CUST-05154,Loyal
CUST-05155,Loyal
CUST-05156,Dormant
CUST-05157,New Joiner
CUST-05158,Dormant
CUST-05159,At Risk
CUST-05160,Loyal
CUST-05161,New Joiner
CUST-05162,Loyal
CUST-05163,VIP
CUST-05164,At Risk
CUST-05165,Loyal
CUST-05166,New Joiner
CUST-05167,Loyal
CUST-05168,Loyal
CUST-05169,At Risk
CUST-05170,VIP
CUST-05171,New Joiner
CUST-05172,Dormant
CUST-05173,Dormant
CUST-05174,New Joiner
CUST-05175,Loyal
CUST-05176,At Risk
CUST-05177,At Risk
CUST-05178,At Risk
CUST-05179,Loyal
CUST-05180,New Joiner
CUST-05181,Loyal
CUST-05182,Loyal
CUST-05183,Loyal
CUST-05184,Dormant
CUST-05185,At Risk
CUST-05186,At Risk
CUST-05187,Loyal
CUST-05188,VIP
CUST-05189,Dormant
CUST-05190,At Risk
CUST-05191,Loyal
CUST-05192,Loyal
CUST-05193,Loyal
CUST-05194,Loyal
CUST-05195,Dormant
CUST-05196,Loyal
CUST-05197,Loyal
CUST-05198,New Joiner
CUST-05199,VIP
CUST-05200,Loyal
CUST-05201,Loyal
CUST-05202,Loyal
CUST-05203,Loyal
CUST-05204,Loyal
CUST-05205,New Joiner
CUST-05206,At Risk
CUST-05207,New Joiner
CUST-05208,Loyal
CUST-05209,Loyal
CUST-05210,Dormant
CUST-05211,Loyal
CUST-05212,Loyal
CUST-05213,At Risk
CUST-05214,Dormant
CUST-05215,Dormant
CUST-05216,At Risk
CUST-05217,VIP
CUST-05218,Loyal
CUST-05219,VIP
CUST-05220,Dormant
CUST-05221,New Joiner
CUST-05222,Loyal
CUST-05223,Loyal
CUST-05224,Dormant
CUST-05225,Dormant
CUST-05226,Loyal
CUST-05227,At Risk
CUST-05228,Dormant
CUST-05229,Dormant
CUST-05230,VIP
CUST-05231,Loyal
CUST-05232,Dormant
CUST-05233,At Risk
CUST-05234,VIP
CUST-05235,Loyal
CUST-05236,VIP
CUST-05237,VIP
CUST-05238,Dormant
CUST-05239,Loyal
CUST-05240,VIP
CUST-05241,Dormant
CUST-05242,Dormant
CUST-05243,Dormant
CUST-05244,VIP
CUST-05245,Loyal
CUST-05246,Dormant
CUST-05247,Dormant
CUST-05248,Loyal
CUST-05249,Loyal
CUST-05250,At Risk
CUST-05251,VIP
CUST-05252,VIP
CUST-05253,New Joiner
CUST-05254,Loyal
CUST-05255,At Risk
CUST-05256,Loyal
CUST-05257,VIP
CUST-05258,Loyal
CUST-05259,Loyal
CUST-05260,Loyal
CUST-05261,Dormant
CUST-05262,Dormant
CUST-05263,At Risk
CUST-05264,Loyal
CUST-05265,New Joiner
CUST-05266,At Risk
CUST-05267,Dormant
CUST-05268,At Risk
CUST-05269,At Risk
CUST-05270,Dormant
CUST-05271,Loyal
CUST-05272,Loyal
CUST-05273,Dormant
CUST-05274,VIP
CUST-05275,Dormant
CUST-05276,Dormant
CUST-05277,Loyal
CUST-05278,Loyal
CUST-05279,New Joiner
CUST-05280,VIP
CUST-05281,New Joiner
CUST-05282,Loyal
CUST-05283,At Risk
CUST-05284,Loyal
CUST-05285,Dormant
CUST-05286,Loyal
CUST-05287,Loyal
CUST-05288,Loyal
CUST-05289,At Risk
CUST-05290,Loyal
CUST-05291,Dormant
CUST-05292,Dormant
CUST-05293,At Risk
CUST-05294,Dormant
CUST-05295,VIP
CUST-05296,Dormant
CUST-05297,Loyal
CUST-05298,New Joiner
CUST-05299,Loyal
CUST-05300,At Risk
CUST-05301,Dormant
CUST-05302,Loyal
CUST-05303,Dormant
CUST-05304,At Risk
CUST-05305,VIP
CUST-05306,Dormant
CUST-05307,Loyal
CUST-05308,New Joiner
CUST-05309,Loyal
CUST-05310,Dormant
CUST-05311,Dormant
CUST-05312,Dormant
CUST-05313,At Risk
CUST-05314,Loyal
CUST-05315,New Joiner
CUST-05316,Dormant
CUST-05317,Loyal
CUST-05318,Loyal
CUST-05319,Loyal
CUST-05320,At Risk
CUST-05321,At Risk
CUST-05322,New Joiner
CUST-05323,VIP
CUST-05324,At Risk
CUST-05325,Dormant
CUST-05326,At Risk
CUST-05327,New Joiner
CUST-05328,Loyal
CUST-05329,Dormant
CUST-05330,VIP
CUST-05331,At Risk
CUST-05332,New Joiner
CUST-05333,Dormant
CUST-05334,VIP
CUST-05335,VIP
CUST-05336,Loyal
CUST-05337,Loyal
CUST-05338,VIP
CUST-05339,Loyal
CUST-05340,VIP
CUST-05341,VIP
CUST-05342,At Risk
CUST-05343,Dormant
CUST-05344,New Joiner
CUST-05345,Loyal
CUST-05346,VIP
CUST-05347,Loyal
CUST-05348,Loyal
CUST-05349,VIP
CUST-05350,Loyal
CUST-05351,At Risk
CUST-05352,Loyal
CUST-05353,At Risk
CUST-05354,Dormant
CUST-05355,Loyal
CUST-05356,Loyal
CUST-05357,Loyal
CUST-05358,At Risk
CUST-05359,At Risk
CUST-05360,At Risk
CUST-05361,Loyal
CUST-05362,VIP
CUST-05363,New Joiner
CUST-05364,Loyal
CUST-05365,Loyal
CUST-05366,Loyal
CUST-05367,VIP
CUST-05368,At Risk
CUST-05369,Loyal
CUST-05370,Loyal
CUST-05371,At Risk
CUST-05372,Loyal
CUST-05373,Dormant
CUST-05374,Loyal
CUST-05375,Loyal
CUST-05376,Dormant
CUST-05377,New Joiner
CUST-05378,Loyal
CUST-05379,Loyal
CUST-05380,Dormant
CUST-05381,Loyal
CUST-05382,Loyal
CUST-05383,VIP
CUST-05384,Dormant
CUST-05385,At Risk
CUST-05386,Loyal
CUST-05387,Loyal
CUST-05388,Dormant
CUST-05389,Dormant
CUST-05390,Dormant
CUST-05391,Loyal
CUST-05392,Dormant
CUST-05393,New Joiner
CUST-05394,New Joiner
CUST-05395,Dormant
CUST-05396,VIP
CUST-05397,Dormant
CUST-05398,Dormant
CUST-05399,At Risk
CUST-05400,Loyal
CUST-05401,Dormant
CUST-05402,New Joiner
CUST-05403,Loyal
CUST-05404,New Joiner
CUST-05405,New Joiner
CUST-05406,Loyal
CUST-05407,Loyal
CUST-05408,Loyal
CUST-05409,At Risk
CUST-05410,Loyal
CUST-05411,New Joiner
CUST-05412,Dormant
CUST-05413,Loyal
CUST-05414,At Risk
CUST-05415,Loyal
CUST-05416,Dormant
CUST-05417,Dormant
CUST-05418,Dormant
CUST-05419,New Joiner
CUST-05420,Dormant
CUST-05421,VIP
CUST-05422,Loyal
CUST-05423,At Risk
CUST-05424,At Risk
CUST-05425,Loyal
CUST-05426,New Joiner
CUST-05427,New Joiner
CUST-05428,Loyal
CUST-05429,Loyal
CUST-05430,Loyal
CUST-05431,Dormant
CUST-05432,Dormant
CUST-05433,Dormant
CUST-05434,Dormant
CUST-05435,Dormant
CUST-05436,At Risk
CUST-05437,Loyal
CUST-05438,Loyal
CUST-05439,VIP
CUST-05440,Loyal
CUST-05441,VIP
CUST-05442,Dormant
CUST-05443,Loyal
CUST-05444,New Joiner
CUST-05445,Loyal
CUST-05446,Loyal
CUST-05447,At Risk
CUST-05448,VIP
CUST-05449,At Risk
CUST-05450,Dormant
CUST-05451,VIP
CUST-05452,VIP
CUST-05453,Loyal
CUST-05454,At Risk
CUST-05455,Loyal
CUST-05456,Dormant
CUST-05457,Loyal
CUST-05458,New Joiner
CUST-05459,At Risk
CUST-05460,VIP
CUST-05461,New Joiner
CUST-05462,Loyal
CUST-05463,VIP
CUST-05464,Loyal
CUST-05465,Loyal
CUST-05466,New Joiner
CUST-05467,VIP
CUST-05468,Loyal
CUST-05469,New Joiner
CUST-05470,New Joiner
CUST-05471,New Joiner
CUST-05472,New Joiner
CUST-05473,Dormant
CUST-05474,At Risk
CUST-05475,Dormant
CUST-05476,Loyal
CUST-05477,Dormant
CUST-05478,Dormant
CUST-05479,Loyal
CUST-05480,VIP
CUST-05481,VIP
CUST-05482,At Risk
CUST-05483,New Joiner
CUST-05484,At Risk
CUST-05485,Loyal
CUST-05486,Dormant
CUST-05487,Dormant
CUST-05488,Loyal
CUST-05489,Dormant
CUST-05490,VIP
CUST-05491,Loyal
CUST-05492,At Risk
CUST-05493,Dormant
CUST-05494,Dormant
CUST-05495,At Risk
CUST-05496,Dormant
CUST-05497,Dormant
CUST-05498,VIP
CUST-05499,Loyal
CUST-05500,At Risk
CUST-05501,Loyal
CUST-05502,Loyal
CUST-05503,Loyal
CUST-05504,New Joiner
CUST-05505,Loyal
CUST-05506,At Risk
CUST-05507,Loyal
CUST-05508,New Joiner
CUST-05509,New Joiner
CUST-05510,Dormant
CUST-05511,Dormant
CUST-05512,Loyal
CUST-05513,Loyal
CUST-05514,Loyal
CUST-05515,VIP
CUST-05516,VIP
CUST-05517,At Risk
CUST-05518,At Risk
CUST-05519,VIP
CUST-05520,At Risk
CUST-05521,Dormant
CUST-05522,New Joiner
CUST-05523,At Risk
CUST-05524,At Risk
CUST-05525,Loyal
CUST-05526,Loyal
CUST-05527,Dormant
CUST-05528,Dormant
CUST-05529,Dormant
CUST-05530,Dormant
CUST-05531,At Risk
CUST-05532,Dormant
CUST-05533,At Risk
CUST-05534,Dormant
CUST-05535,Dormant
CUST-05536,Dormant
CUST-05537,Loyal
CUST-05538,Dormant
CUST-05539,Loyal
CUST-05540,Dormant
CUST-05541,At Risk
CUST-05542,Loyal
CUST-05543,New Joiner
CUST-05544,Dormant
CUST-05545,Loyal
CUST-05546,Loyal
CUST-05547,Loyal
CUST-05548,At Risk
CUST-05549,Dormant
CUST-05550,At Risk
CUST-05551,At Risk
CUST-05552,Loyal
CUST-05553,VIP
CUST-05554,Dormant
CUST-05555,At Risk
CUST-05556,At Risk
CUST-05557,New Joiner
CUST-05558,Dormant
CUST-05559,Loyal
CUST-05560,Dormant
CUST-05561,New Joiner
CUST-05562,At Risk
CUST-05563,New Joiner
CUST-05564,New Joiner
CUST-05565,At Risk
CUST-05566,Loyal
CUST-05567,New Joiner
CUST-05568,At Risk
CUST-05569,At Risk
CUST-05570,Loyal
CUST-05571,Dormant
CUST-05572,At Risk
CUST-05573,Loyal
CUST-05574,Loyal
CUST-05575,Dormant
CUST-05576,New Joiner
CUST-05577,Dormant
CUST-05578,New Joiner
CUST-05579,At Risk
CUST-05580,Loyal
CUST-05581,VIP
CUST-05582,Loyal
CUST-05583,Dormant
CUST-05584,Loyal
CUST-05585,At Risk
CUST-05586,Loyal
CUST-05587,New Joiner
CUST-05588,At Risk
CUST-05589,Loyal
CUST-05590,Loyal
CUST-05591,VIP
CUST-05592,Loyal
CUST-05593,New Joiner
CUST-05594,Loyal
CUST-05595,Loyal
CUST-05596,VIP
CUST-05597,At Risk
CUST-05598,VIP
CUST-05599,Loyal
CUST-05600,Dormant
CUST-05601,At Risk
CUST-05602,At Risk
CUST-05603,Dormant
CUST-05604,New Joiner
CUST-05605,New Joiner
CUST-05606,VIP
CUST-05607,Dormant
CUST-05608,Dormant
CUST-05609,Loyal
CUST-05610,Dormant
CUST-05611,At Risk
CUST-05612,VIP
CUST-05613,Loyal
CUST-05614,Loyal
CUST-05615,Dormant
CUST-05616,Loyal
CUST-05617,New Joiner
CUST-05618,Loyal
CUST-05619,Loyal
CUST-05620,Loyal
CUST-05621,At Risk
CUST-05622,Loyal
CUST-05623,Loyal
CUST-05624,Loyal
CUST-05625,Loyal
CUST-05626,At Risk
CUST-05627,Dormant
CUST-05628,VIP
CUST-05629,VIP
CUST-05630,Dormant
CUST-05631,Loyal
CUST-05632,Dormant
CUST-05633,Loyal
CUST-05634,New Joiner
CUST-05635,Dormant
CUST-05636,At Risk
CUST-05637,Loyal
CUST-05638,Loyal
CUST-05639,New Joiner
CUST-05640,At Risk
CUST-05641,Loyal
CUST-05642,Dormant
CUST-05643,At Risk
CUST-05644,Loyal
CUST-05645,New Joiner
CUST-05646,VIP
CUST-05647,VIP
CUST-05648,At Risk
CUST-05649,Loyal
CUST-05650,Dormant
CUST-05651,Loyal
CUST-05652,VIP
CUST-05653,Dormant
CUST-05654,VIP
CUST-05655,Loyal
CUST-05656,Loyal
CUST-05657,Loyal
CUST-05658,New Joiner
CUST-05659,At Risk
CUST-05660,Loyal
CUST-05661,Loyal
CUST-05662,Dormant
CUST-05663,New Joiner
CUST-05664,Loyal
CUST-05665,New Joiner
CUST-05666,New Joiner
CUST-05667,New Joiner
CUST-05668,New Joiner
CUST-05669,Loyal
CUST-05670,At Risk
CUST-05671,VIP
CUST-05672,At Risk
CUST-05673,New Joiner
CUST-05674,New Joiner
CUST-05675,Dormant
CUST-05676,New Joiner
CUST-05677,New Joiner
CUST-05678,VIP
CUST-05679,At Risk
CUST-05680,Loyal
CUST-05681,Loyal
CUST-05682,Loyal
CUST-05683,New Joiner
CUST-05684,Loyal
CUST-05685,At Risk
CUST-05686,Loyal
CUST-05687,VIP
CUST-05688,Loyal
CUST-05689,Loyal
CUST-05690,At Risk
CUST-05691,Loyal
CUST-05692,New Joiner
CUST-05693,Dormant
CUST-05694,At Risk
CUST-05695,Loyal
CUST-05696,At Risk
CUST-05697,Loyal
CUST-05698,Loyal
CUST-05699,At Risk
CUST-05700,VIP
CUST-05701,At Risk
CUST-05702,Loyal
CUST-05703,Loyal
CUST-05704,Dormant
CUST-05705,Dormant
CUST-05706,Dormant
CUST-05707,Loyal
CUST-05708,Loyal
CUST-05709,VIP
CUST-05710,New Joiner
CUST-05711,New Joiner
CUST-05712,Loyal
CUST-05713,VIP
CUST-05714,Loyal
CUST-05715,Dormant
CUST-05716,Dormant
CUST-05717,Loyal
CUST-05718,At Risk
CUST-05719,Dormant
CUST-05720,New Joiner
CUST-05721,At Risk
CUST-05722,Loyal
CUST-05723,At Risk
CUST-05724,New Joiner
CUST-05725,Loyal
CUST-05726,Loyal
CUST-05727,New Joiner
CUST-05728,Loyal
CUST-05729,At Risk
CUST-05730,At Risk
CUST-05731,At Risk
CUST-05732,At Risk
CUST-05733,At Risk
CUST-05734,At Risk
CUST-05735,New Joiner
CUST-05736,VIP
CUST-05737,VIP
CUST-05738,Dormant
CUST-05739,At Risk
CUST-05740,At Risk
CUST-05741,New Joiner
CUST-05742,Dormant
CUST-05743,Loyal
CUST-05744,At Risk
CUST-05745,Dormant
CUST-05746,Dormant
CUST-05747,At Risk
CUST-05748,At Risk
CUST-05749,At Risk
CUST-05750,At Risk
CUST-05751,At Risk
CUST-05752,Dormant
CUST-05753,Loyal
CUST-05754,Dormant
CUST-05755,At Risk
CUST-05756,Loyal
CUST-05757,Dormant
CUST-05758,At Risk
CUST-05759,New Joiner
CUST-05760,At Risk
CUST-05761,Loyal
CUST-05762,VIP
CUST-05763,Dormant
CUST-05764,New Joiner
CUST-05765,Loyal
CUST-05766,Loyal
CUST-05767,Dormant
CUST-05768,At Risk
CUST-05769,New Joiner
CUST-05770,Dormant
CUST-05771,Dormant
CUST-05772,Loyal
CUST-05773,Dormant
CUST-05774,At Risk
CUST-05775,Dormant
CUST-05776,New Joiner
CUST-05777,Dormant
CUST-05778,Dormant
CUST-05779,Dormant
CUST-05780,Loyal
CUST-05781,Dormant
CUST-05782,Loyal
CUST-05783,New Joiner
CUST-05784,Dormant
CUST-05785,VIP
CUST-05786,New Joiner
CUST-05787,Loyal
CUST-05788,At Risk
CUST-05789,VIP
CUST-05790,At Risk
CUST-05791,Loyal
CUST-05792,At Risk
CUST-05793,Loyal
CUST-05794,VIP
CUST-05795,Loyal
CUST-05796,New Joiner
CUST-05797,Loyal
CUST-05798,New Joiner
CUST-05799,Loyal
CUST-05800,Dormant
CUST-05801,VIP
CUST-05802,Dormant
CUST-05803,Dormant
CUST-05804,Dormant
CUST-05805,New Joiner
CUST-05806,VIP
CUST-05807,Dormant
CUST-05808,Dormant
CUST-05809,VIP
CUST-05810,Dormant
CUST-05811,Loyal
CUST-05812,Dormant
CUST-05813,Dormant
CUST-05814,Loyal
CUST-05815,New Joiner
CUST-05816,Loyal
CUST-05817,Loyal
CUST-05818,Dormant
CUST-05819,New Joiner
CUST-05820,New Joiner
CUST-05821,Dormant
CUST-05822,Loyal
CUST-05823,At Risk
CUST-05824,Loyal
CUST-05825,New Joiner
CUST-05826,Loyal
CUST-05827,Loyal
CUST-05828,Dormant
CUST-05829,Loyal
CUST-05830,Loyal
CUST-05831,At Risk
CUST-05832,Loyal
CUST-05833,New Joiner
CUST-05834,VIP
CUST-05835,Loyal
CUST-05836,Dormant
CUST-05837,Loyal
CUST-05838,Dormant
CUST-05839,Loyal
CUST-05840,Dormant
CUST-05841,Dormant
CUST-05842,At Risk
CUST-05843,Loyal
CUST-05844,Loyal
CUST-05845,Loyal
CUST-05846,Loyal
CUST-05847,New Joiner
CUST-05848,Dormant
CUST-05849,Loyal
CUST-05850,VIP
CUST-05851,Loyal
CUST-05852,Loyal
CUST-05853,VIP
CUST-05854,At Risk
CUST-05855,Dormant
CUST-05856,New Joiner
CUST-05857,At Risk
CUST-05858,New Joiner
CUST-05859,Loyal
CUST-05860,Loyal
CUST-05861,Dormant
CUST-05862,Dormant
CUST-05863,At Risk
CUST-05864,Dormant
CUST-05865,Loyal
CUST-05866,Dormant
CUST-05867,Loyal
CUST-05868,Dormant
CUST-05869,Dormant
CUST-05870,Dormant
CUST-05871,Dormant
CUST-05872,At Risk
CUST-05873,At Risk
CUST-05874,New Joiner
CUST-05875,Dormant
CUST-05876,Loyal
CUST-05877,VIP
CUST-05878,Loyal
CUST-05879,Dormant
CUST-05880,Loyal
CUST-05881,At Risk
CUST-05882,Loyal
CUST-05883,New Joiner
CUST-05884,Loyal
CUST-05885,Dormant
CUST-05886,Loyal
CUST-05887,Loyal
CUST-05888,Loyal
CUST-05889,VIP
CUST-05890,At Risk
CUST-05891,Loyal
CUST-05892,At Risk
CUST-05893,New Joiner
CUST-05894,VIP
CUST-05895,Dormant
CUST-05896,VIP
CUST-05897,Dormant
CUST-05898,At Risk
CUST-05899,VIP
CUST-05900,At Risk
CUST-05901,Dormant
CUST-05902,Dormant
CUST-05903,Dormant
CUST-05904,Loyal
CUST-05905,Loyal
CUST-05906,Dormant
CUST-05907,Dormant
CUST-05908,Loyal
CUST-05909,Dormant
CUST-05910,At Risk
CUST-05911,New Joiner
CUST-05912,Loyal
CUST-05913,Dormant
CUST-05914,Dormant
CUST-05915,New Joiner
CUST-05916,New Joiner
CUST-05917,Loyal
CUST-05918,At Risk
CUST-05919,Dormant
CUST-05920,Dormant
CUST-05921,New Joiner
CUST-05922,Loyal
CUST-05923,New Joiner
CUST-05924,At Risk
CUST-05925,New Joiner
CUST-05926,Loyal
CUST-05927,Dormant
CUST-05928,Loyal
CUST-05929,New Joiner
CUST-05930,Dormant
CUST-05931,At Risk
CUST-05932,At Risk
CUST-05933,Loyal
CUST-05934,Loyal
CUST-05935,At Risk
CUST-05936,At Risk
CUST-05937,Loyal
CUST-05938,Loyal
CUST-05939,VIP
CUST-05940,Loyal
CUST-05941,Loyal
CUST-05942,Dormant
CUST-05943,Loyal
CUST-05944,At Risk
CUST-05945,Dormant
CUST-05946,Loyal
CUST-05947,At Risk
CUST-05948,Dormant
CUST-05949,Loyal
CUST-05950,Loyal
CUST-05951,Dormant
CUST-05952,At Risk
CUST-05953,At Risk
CUST-05954,Loyal
CUST-05955,Dormant
CUST-05956,Dormant
CUST-05957,Loyal
CUST-05958,At Risk
CUST-05959,New Joiner
CUST-05960,Dormant
CUST-05961,VIP
CUST-05962,At Risk
CUST-05963,New Joiner
CUST-05964,Dormant
CUST-05965,Loyal
CUST-05966,VIP
CUST-05967,Dormant
CUST-05968,New Joiner
CUST-05969,Loyal
CUST-05970,Loyal
CUST-05971,At Risk
CUST-05972,Dormant
CUST-05973,Loyal
CUST-05974,Dormant
CUST-05975,At Risk
CUST-05976,New Joiner
CUST-05977,Dormant
CUST-05978,Loyal
CUST-05979,At Risk
CUST-05980,At Risk
CUST-05981,Dormant
CUST-05982,Dormant
CUST-05983,Dormant
CUST-05984,At Risk
CUST-05985,Dormant
CUST-05986,Dormant
CUST-05987,VIP
CUST-05988,VIP
CUST-05989,At Risk
CUST-05990,New Joiner
CUST-05991,Loyal
CUST-05992,New Joiner
CUST-05993,At Risk
CUST-05994,Loyal
CUST-05995,Loyal
CUST-05996,Dormant
CUST-05997,Loyal
CUST-05998,Loyal
CUST-05999,Loyal
CUST-06000,Dormant
CUST-06001,Loyal
CUST-06002,Dormant
CUST-06003,At Risk
CUST-06004,Loyal
CUST-06005,Dormant
CUST-06006,Dormant
CUST-06007,Loyal
CUST-06008,Dormant
CUST-06009,New Joiner
CUST-06010,Loyal
CUST-06011,VIP
CUST-06012,Loyal
CUST-06013,VIP
CUST-06014,Loyal
CUST-06015,Dormant
CUST-06016,Loyal
CUST-06017,At Risk
CUST-06018,Loyal
CUST-06019,VIP
CUST-06020,Loyal
CUST-06021,VIP
CUST-06022,Dormant
CUST-06023,Loyal
CUST-06024,New Joiner
CUST-06025,Dormant
CUST-06026,New Joiner
CUST-06027,Loyal
CUST-06028,VIP
CUST-06029,At Risk
CUST-06030,New Joiner
CUST-06031,Loyal
CUST-06032,At Risk
CUST-06033,Dormant
CUST-06034,New Joiner
CUST-06035,Loyal
CUST-06036,Dormant
CUST-06037,Loyal
CUST-06038,New Joiner
CUST-06039,New Joiner
CUST-06040,Dormant
CUST-06041,Dormant
CUST-06042,Loyal
CUST-06043,At Risk
CUST-06044,Loyal
CUST-06045,New Joiner
CUST-06046,Loyal
CUST-06047,New Joiner
CUST-06048,Loyal
CUST-06049,Loyal
CUST-06050,VIP
CUST-06051,Loyal
CUST-06052,Loyal
CUST-06053,Loyal
CUST-06054,VIP
CUST-06055,New Joiner
CUST-06056,At Risk
CUST-06057,Dormant
CUST-06058,Dormant
CUST-06059,At Risk
CUST-06060,VIP
CUST-06061,New Joiner
CUST-06062,VIP
CUST-06063,Loyal
CUST-06064,Dormant
CUST-06065,New Joiner
CUST-06066,At Risk
CUST-06067,Loyal
CUST-06068,Loyal
CUST-06069,VIP
CUST-06070,Loyal
CUST-06071,Dormant
CUST-06072,Dormant
CUST-06073,At Risk
CUST-06074,VIP
CUST-06075,At Risk
CUST-06076,Dormant
CUST-06077,Loyal
CUST-06078,New Joiner
CUST-06079,VIP
CUST-06080,New Joiner
CUST-06081,VIP
CUST-06082,Dormant
CUST-06083,Dormant
CUST-06084,At Risk
CUST-06085,At Risk
CUST-06086,Loyal
CUST-06087,Loyal
CUST-06088,Dormant
CUST-06089,Dormant
CUST-06090,Dormant
CUST-06091,Dormant
CUST-06092,At Risk
CUST-06093,Loyal
CUST-06094,At Risk
CUST-06095,Loyal
CUST-06096,New Joiner
CUST-06097,VIP
CUST-06098,At Risk
CUST-06099,New Joiner
CUST-06100,VIP
CUST-06101,Dormant
CUST-06102,Loyal
CUST-06103,Loyal
CUST-06104,Loyal
CUST-06105,Loyal
CUST-06106,At Risk
CUST-06107,New Joiner
CUST-06108,Loyal
CUST-06109,At Risk
CUST-06110,Dormant
CUST-06111,VIP
CUST-06112,Loyal
CUST-06113,Dormant
CUST-06114,New Joiner
CUST-06115,VIP
CUST-06116,New Joiner
CUST-06117,Loyal
CUST-06118,New Joiner
CUST-06119,At Risk
CUST-06120,At Risk
CUST-06121,At Risk
CUST-06122,At Risk
CUST-06123,At Risk
CUST-06124,Loyal
CUST-06125,Loyal
CUST-06126,Loyal
CUST-06127,At Risk
CUST-06128,Dormant
CUST-06129,Dormant
CUST-06130,Dormant
CUST-06131,Dormant
CUST-06132,Dormant
CUST-06133,VIP
CUST-06134,Dormant
CUST-06135,Dormant
CUST-06136,New Joiner
CUST-06137,Dormant
CUST-06138,New Joiner
CUST-06139,Loyal
CUST-06140,Dormant
CUST-06141,At Risk
CUST-06142,Dormant
CUST-06143,Loyal
CUST-06144,VIP
CUST-06145,New Joiner
CUST-06146,Dormant
CUST-06147,New Joiner
CUST-06148,New Joiner
CUST-06149,At Risk
CUST-06150,New Joiner
CUST-06151,At Risk
CUST-06152,At Risk
CUST-06153,Loyal
CUST-06154,Loyal
CUST-06155,At Risk
CUST-06156,At Risk
CUST-06157,Dormant
CUST-06158,Dormant
CUST-06159,Dormant
CUST-06160,Dormant
CUST-06161,VIP
CUST-06162,Dormant
CUST-06163,At Risk
CUST-06164,Dormant
CUST-06165,VIP
CUST-06166,Loyal
CUST-06167,VIP
CUST-06168,Dormant
CUST-06169,Dormant
CUST-06170,Loyal
CUST-06171,Dormant
CUST-06172,At Risk
CUST-06173,Loyal
CUST-06174,At Risk
